[ 2012-09-30T11:51:08+08:00 ] /Ibike/ | ERR: (ThinkException) �������ӷ���һ��ʱ���û����ȷ�𸴻����ӵ�����û�з�Ӧ�����ӳ���ʧ�ܡ�
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001457s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001642s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001623s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001740s ]
[ 2012-09-30T22:53:46+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001653s ]
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001802s ]
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001039s ]
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001126s ]
[ 2012-09-30T22:58:47+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001508s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001651s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.006907s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | NOTIC: [8] Use of undefined constant “Page” - assumed '“Page”' IndexAction.class.php 第 7 行.
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | SQL: SELECT COUNT(*) AS tp_count FROM `think_user` LIMIT 1   [ RunTime:0.000935s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | SQL: SELECT * FROM `think_user` LIMIT 0,5   [ RunTime:0.000952s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001266s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001356s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020551s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020663s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run ContentReplace Behavior [ RunTime:0.000758s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run TokenBuild Behavior [ RunTime:0.000792s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000598s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001026s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003426s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000861s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000943s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001419s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001598s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000855s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000939s ]
[ 2012-09-30T22:58:59+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --START--
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | INFO: Run CheckRoute Behavior [ RunTime:0.001444s ]
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --END-- [ RunTime:0.001581s ]
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000995s ]
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001076s ]
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Use of undefined constant uniqid - assumed 'uniqid' FileAction.class.php 第 29 行.
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined offset: 1 UploadFile.class.php 第 163 行.
[ 2012-09-30T23:16:10+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined property: UploadFile::$zipImags UploadFile.class.php 第 172 行.
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001538s ]
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001676s ]
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001106s ]
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001226s ]
[ 2012-09-30T23:16:22+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --START--
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | INFO: Run CheckRoute Behavior [ RunTime:0.001482s ]
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --END-- [ RunTime:0.001623s ]
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001178s ]
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001269s ]
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Use of undefined constant uniqid - assumed 'uniqid' FileAction.class.php 第 29 行.
[ 2012-09-30T23:16:35+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined offset: 1 UploadFile.class.php 第 163 行.
[ 2012-09-30T23:16:36+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined property: UploadFile::$zipImags UploadFile.class.php 第 172 行.
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --START--
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | INFO: Run CheckRoute Behavior [ RunTime:0.001629s ]
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --END-- [ RunTime:0.001780s ]
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001003s ]
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001096s ]
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Use of undefined constant uniqid - assumed 'uniqid' FileAction.class.php 第 29 行.
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined offset: 1 UploadFile.class.php 第 163 行.
[ 2012-09-30T23:17:33+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined property: UploadFile::$zipImags UploadFile.class.php 第 172 行.
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --START--
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001115s ]
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001251s ]
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000929s ]
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001042s ]
[ 2012-09-30T23:18:27+08:00 ] /Ibike/index.php/Public/verify | NOTIC: [8] Use of undefined constant png - assumed 'png' PublicAction.class.php 第 15 行.
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --START--
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | INFO: Run CheckRoute Behavior [ RunTime:0.001527s ]
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ route_check ] --END-- [ RunTime:0.001669s ]
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --START--
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001078s ]
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001164s ]
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Use of undefined constant uniqid - assumed 'uniqid' FileAction.class.php 第 29 行.
[ 2012-09-30T23:21:09+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined offset: 1 UploadFile.class.php 第 163 行.
[ 2012-09-30T23:21:10+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined property: UploadFile::$zipImags UploadFile.class.php 第 172 行.
[ 2012-09-30T23:21:10+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined offset: 1 UploadFile.class.php 第 163 行.
[ 2012-09-30T23:21:10+08:00 ] /Ibike/index.php/File/upload | NOTIC: [8] Undefined property: UploadFile::$zipImags UploadFile.class.php 第 172 行.
